0	92.4259	-0.00381649	-0.0796699	-0.019072	3779.62	354.734	-73.4501	0.1	0.0130215
1	92.4259	-0.0322979	-0.249461	-0.01089	3250.59	-674.28	-18.3347	0.1	0.0130215
2	92.4259	0.067577	-0.810356	-0.00684857	2190.86	199.053	3.86061	0.1	0.0130215
3	92.4259	-0.152755	0.276704	-0.00270386	-2695.14	-1345.02	105.946	0.1	0.0130215
4	92.4259	-0.216623	0.150557	-0.00275497	-1811.89	-2595.57	85.8591	0.1	0.0130215
5	92.4259	-0.147136	0.222505	-0.00634604	-2700.31	-1672.89	77.1344	0.1	0.0130215
6	92.4259	0.306087	-0.0953707	0.00054291	938.339	2899.57	13.7498	0.1	0.0130215
7	92.4259	0.375745	0.0819952	-0.0157416	-650.625	2832.53	-19.6596	0.1	0.0130215
8	92.4259	0.188614	0.100585	0.00672754	-1949.62	2798.67	31.1294	0.1	0.0130215
9	92.4259	0.187356	0.0129941	-0.0126593	-635.894	3476.4	45.727	0.1	0.0130215
